iter	RMSE
1473	0.1023991371
1474	0.102372286
1475	0.102351507
1476	0.1023318012
1477	0.1023151439
1478	0.1022950634
1479	0.102270926
1480	0.1022430905
1481	0.1022226075
1482	0.1022067984
1483	0.1021885347
1484	0.1021589001
1485	0.102144699
1486	0.1021251421
1487	0.1021049779
1488	0.1020813457
1489	0.1020539083
1490	0.1020231838
1491	0.1020033212
1492	0.101984929
1493	0.1019677134
1494	0.1019490249
1495	0.1019266558
1496	0.1018966816
1497	0.1018780879
1498	0.1018575212
1499	0.1018298934
1500	0.1018047885
1501	0.1017904936
1502	0.1017683264
1503	0.1017473425
1504	0.1017232539
1505	0.101703124
1506	0.101682355
1507	0.1016577904
1508	0.1016373055
1509	0.1016124296
1510	0.1015926199
1511	0.1015736972
