iter	RMSE
1512	0.1015564611
1513	0.1015419557
1514	0.1015160596
1515	0.1014941
1516	0.1014776142
1517	0.1014539345
1518	0.101438025
1519	0.1014143475
1520	0.1013860765
1521	0.1013620334
1522	0.1013406032
1523	0.1013142107
1524	0.1012979172
1525	0.1012692302
1526	0.1012574384
1527	0.1012413967
1528	0.1012200466
1529	0.1011948429
1530	0.1011832684
1531	0.1011611124
1532	0.101130061
1533	0.1011122245
1534	0.1010886062
1535	0.1010667621
1536	0.1010425679
1537	0.1010207398
1538	0.1010092615
1539	0.1009851051
1540	0.1009671632
1541	0.1009469315
1542	0.1009285707
1543	0.10091039
1544	0.1008885598
1545	0.1008680866
1546	0.1008450149
1547	0.1008218763
1548	0.1007998438
1549	0.1007790518
1550	0.1007563126
1551	0.1007417098
1552	0.1007212643
1553	0.1006994697
1554	0.100687276
1555	0.1006696869
1556	0.1006500201
1557	0.1006314754
1558	0.1006093115
1559	0.1005906876
1560	0.1005648818
1561	0.1005468052
1562	0.1005317244
1563	0.1005011227
1564	0.100473656
1565	0.1004479905
1566	0.1004231643
1567	0.1004022891
1568	0.100379679
1569	0.1003571575
1570	0.1003312263
1571	0.1003105501
1572	0.1002938439
1573	0.1002702814
1574	0.1002555609
1575	0.100237097
1576	0.1002161673
1577	0.1001876458
1578	0.1001585353
1579	0.1001361199
1580	0.1001155821
1581	0.1001020396
1582	0.100081381
1583	0.1000609218
1584	0.1000428325
1585	0.1000141041
1586	0.09998930382
1587	0.09997276945
1588	0.09995416039
1589	0.09993962066
1590	0.09991600165
1591	0.09989792843
1592	0.09987356749
1593	0.09985090242
1594	0.09982651815
1595	0.09980242282
1596	0.09977835734
1597	0.09974758982
1598	0.09972650107
1599	0.09970669726
1600	0.09968165503
1601	0.09965797784
1602	0.09963581182
1603	0.09961278873
1604	0.09960103837
1605	0.09956445716
1606	0.0995481407
1607	0.09953208788
1608	0.09950885696
1609	0.0994918007
1610	0.09946724496
1611	0.09945415255
1612	0.09942953479
1613	0.09940373
1614	0.09938534622
1615	0.09936306156
1616	0.09934621656
1617	0.09932330698
1618	0.09931077397
1619	0.09929453258
1620	0.09927841171
1621	0.09925862547
1622	0.09923447237
1623	0.09920703749
1624	0.09919516631
1625	0.09917250112
1626	0.09915604513
1627	0.09913172328
1628	0.09911150981
1629	0.09908726249
1630	0.09906867522
1631	0.09904338139
1632	0.09902342919
1633	0.09900606444
1634	0.09898924351
1635	0.09896584263
1636	0.09895157769
1637	0.09893547274
1638	0.09891071719
1639	0.09888904243
1640	0.09886487267
1641	0.09884255306
1642	0.09881816749
1643	0.0988039993
1644	0.09878535073
1645	0.0987637593
1646	0.0987479141
1647	0.098721756
1648	0.09870158327
1649	0.09867397989
1650	0.09865452302
1651	0.09863631427
1652	0.09861148359
1653	0.09859494324
1654	0.09857824574
1655	0.09855458953
1656	0.09853635265
1657	0.09851150719
1658	0.09849329632
1659	0.09847618591
1660	0.09845562319
1661	0.09843799601
1662	0.0984222011
1663	0.09840405563
1664	0.09838291038
1665	0.09836327549
1666	0.09834347016
1667	0.09833135358
1668	0.09831147983
1669	0.0982961955
1670	0.09827929452
1671	0.09826267187
1672	0.09824236938
1673	0.098219859
1674	0.0982001916
1675	0.0981825632
1676	0.09816252665
1677	0.09814177531
1678	0.09812831794
1679	0.0981110159
1680	0.09809406452
1681	0.09807590361
1682	0.09805837528
1683	0.09803312284
1684	0.09801198334
1685	0.09799453708
1686	0.09797344395
1687	0.09795979612
1688	0.09794688927
1689	0.09792185317
1690	0.0978989482
1691	0.09788317924
1692	0.09786563421
1693	0.09784327495
1694	0.09781588876
1695	0.09779100273
1696	0.09777576237
1697	0.0977573049
1698	0.0977418253
1699	0.0977208229
1700	0.09770391737
1701	0.09767853812
1702	0.09766018298
1703	0.097634896
1704	0.09762051727
1705	0.09760287892
1706	0.09758677685
1707	0.09757253354
1708	0.09755444818
1709	0.09753923056
1710	0.09751823262
1711	0.0975035879
1712	0.09748348306
1713	0.09746500217
1714	0.09744360336
1715	0.09741819169
1716	0.0974064781
1717	0.09738575748
1718	0.09736709025
1719	0.09735052223
1720	0.09733944878
1721	0.09731961734
1722	0.09728997824
1723	0.097269819
1724	0.09724888406
1725	0.09722967603
1726	0.09721267256
1727	0.09719500407
1728	0.09717615204
1729	0.09715596426
1730	0.09714025669
1731	0.09711449205
1732	0.09709049856
1733	0.09707638797
1734	0.0970598219
1735	0.09704809621
1736	0.09702728773
1737	0.09700766718
1738	0.09698808006
1739	0.09696347386
1740	0.09694806622
1741	0.09692316361
1742	0.09690105038
1743	0.09687287215
1744	0.09685159522
1745	0.09683088045
1746	0.09681891864
1747	0.09679469715
1748	0.09677458101
1749	0.09675716464
1750	0.09672969082
1751	0.09671571481
1752	0.09669460885
1753	0.09667879799
1754	0.09666268837
1755	0.09665121634
1756	0.09663115943
1757	0.09661352366
1758	0.09660312359
1759	0.09658411677
1760	0.09656828595
1761	0.09654161268
1762	0.0965248066
1763	0.09650919672
1764	0.09649252299
1765	0.09646917974
1766	0.09644760044
1767	0.09642107515
1768	0.09640904406
1769	0.09639113665
1770	0.09637832043
1771	0.09636787117
1772	0.09634266621
1773	0.09632707783
1774	0.09629818171
1775	0.09627577348
1776	0.09626368824
1777	0.09624941116
1778	0.09623068147
1779	0.09621514833
1780	0.0961970449
1781	0.09618009585
1782	0.0961597499
1783	0.09614039206
1784	0.09612552358
1785	0.09610207962
1786	0.09608953822
1787	0.09606983558
1788	0.09605257603
1789	0.09603732921
1790	0.096022035
1791	0.0960052192
1792	0.09598957943
1793	0.09597171147
1794	0.09596258033
1795	0.0959479007
1796	0.09592987234
1797	0.09591152524
1798	0.09588898258
1799	0.09587745923
1800	0.09585920506
1801	0.09583440251
1802	0.09581398497
1803	0.09578823789
1804	0.09577460724
1805	0.09575837241
1806	0.09573795049
1807	0.09572128268
1808	0.09570649495
1809	0.09568409486
1810	0.09567006932
1811	0.0956533467
1812	0.0956365168
1813	0.09561071154
1814	0.0955899384
1815	0.09557424679
1816	0.09555878381
1817	0.09554794135
1818	0.09553163209
1819	0.09551617711
1820	0.0954882901
1821	0.09546273495
1822	0.09544477753
1823	0.09542663935
1824	0.09541866267
1825	0.09539937926
1826	0.09538740818
1827	0.09537037317
1828	0.09535198909
1829	0.09533524673
1830	0.09532453451
1831	0.09530362365
1832	0.09528015412
1833	0.09526190072
1834	0.09524199929
1835	0.09522437089
1836	0.0952066604
1837	0.09519284837
1838	0.09518054254
1839	0.0951596846
1840	0.09514485857
1841	0.09512406393
1842	0.09510195293
1843	0.09508879107
1844	0.09507314433
1845	0.09505830867
1846	0.09504127414
1847	0.09502457421
1848	0.09499650729
1849	0.09497602607
1850	0.0949669394
1851	0.09495351557
1852	0.09494511765
1853	0.09492905781
1854	0.09490915273
1855	0.09488865727
1856	0.09487481525
1857	0.09486095619
1858	0.09485236327
1859	0.09483427059
1860	0.0948216137
1861	0.0948020536
1862	0.09478803225
1863	0.09477417609
1864	0.09475151006
1865	0.09473515274
1866	0.0947190141
1867	0.09470225915
1868	0.09468654647
1869	0.09467239051
1870	0.09465755041
1871	0.09464409435
1872	0.09462928201
1873	0.0946060108
1874	0.09459318292
1875	0.0945809132
1876	0.09456340482
1877	0.0945439805
1878	0.09452736382
1879	0.09451391317
1880	0.09450072557
1881	0.09449236335
1882	0.09447370291
1883	0.09445727864
1884	0.09444169087
1885	0.09442308858
1886	0.0944050282
1887	0.09439055014
1888	0.09437358662
1889	0.09435937729
1890	0.09434664735
1891	0.09433542145
1892	0.09432135963
1893	0.09430570612
1894	0.09429152355
1895	0.0942819895
1896	0.09427103777
1897	0.09425285093
1898	0.09424198541
1899	0.09422612482
1900	0.09421034841
1901	0.0941975301
1902	0.09418103576
1903	0.09416562455
1904	0.09414982805
1905	0.09413531387
1906	0.09411967537
1907	0.09410247597
1908	0.09407692406
1909	0.09406319865
1910	0.09403432206
1911	0.09401865577
1912	0.09400818793
1913	0.09399088597
1914	0.09397967579
1915	0.09396671699
1916	0.09395432094
1917	0.09394197399
1918	0.09392716138
1919	0.09391063879
1920	0.09389481439
1921	0.09387643553
1922	0.09385838808
1923	0.09383896348
1924	0.09383119813
1925	0.09381877234
1926	0.09379840831
1927	0.09378927781
1928	0.09377440282
1929	0.09374962302
1930	0.09372539421
1931	0.09371386447
1932	0.09369466943
1933	0.0936677776
1934	0.09364379518
1935	0.09362739017
1936	0.09360908751
1937	0.09359124386
1938	0.09357597581
1939	0.09356268912
1940	0.09354802907
1941	0.09353664964
1942	0.09352611284
1943	0.09351474731
1944	0.09350626995
1945	0.09349242645
1946	0.09347811584
1947	0.09346795334
1948	0.09344998014
1949	0.09343848436
1950	0.09342887927
1951	0.09341294711
1952	0.09339646563
1953	0.0933729155
1954	0.09335453858
1955	0.09332699943
1956	0.09331132613
1957	0.09330374929
1958	0.09329071005
1959	0.09328372002
1960	0.09326250004
1961	0.09325209268
1962	0.09323715816
1963	0.09322509683
1964	0.09321473911
1965	0.09319836813
1966	0.09318102958
1967	0.09316611525
1968	0.09314680074
1969	0.09312852881
1970	0.09311538571
1971	0.09309604604
1972	0.09308255077
1973	0.09306932397
1974	0.09304955326
1975	0.09302833028
1976	0.09300609351
1977	0.0929971458
1978	0.09298736396
1979	0.09297265843
1980	0.09295581254
1981	0.09294026044
1982	0.09293130433
1983	0.09291840002
1984	0.09290157969
1985	0.09288761786
1986	0.09286360336
1987	0.09284585064
1988	0.09283137273
1989	0.09280889314
1990	0.09279344827
1991	0.09277721118
1992	0.09276931582
1993	0.09274815053
1994	0.09273621629
1995	0.09271535147
1996	0.09270295623
1997	0.09268596801
1998	0.09267761022
1999	0.09266999544
2000	0.09265124596
2001	0.09262427001
2002	0.09261472809
2003	0.092605268
2004	0.09258957777
2005	0.09256272372
2006	0.09254843122
2007	0.09252940059
2008	0.09251449308
2009	0.0924999966
2010	0.09247836185
2011	0.09245796451
2012	0.09244905149
2013	0.09242714438
2014	0.09241332575
2015	0.09239704108
2016	0.09238552502
2017	0.09237581527
2018	0.0923633161
2019	0.09234590139
2020	0.09233065842
2021	0.09231540686
2022	0.09229511331
2023	0.09228303748
2024	0.09225987901
2025	0.09224471778
2026	0.09222719572
2027	0.09221366926
2028	0.09219652268
2029	0.09218596303
2030	0.09216189493
2031	0.09214822712
2032	0.09213892907
2033	0.09212166764
2034	0.09210409116
2035	0.09209372149
2036	0.09207786553
2037	0.0920682818
2038	0.09205095823
2039	0.09203757013
2040	0.09203034672
2041	0.09200794989
2042	0.09198407118
2043	0.09196170493
2044	0.09194181799
2045	0.09192982771
2046	0.09191897305
2047	0.09190456989
2048	0.09188975351
2049	0.09186781297
2050	0.09185649754
2051	0.09184919957
2052	0.0918379594
2053	0.09182673112
2054	0.09180359464
2055	0.09178969576
2056	0.09177548195
2057	0.09176102843
2058	0.09175361555
2059	0.09173846064
2060	0.09171670913
2061	0.09170049383
2062	0.09169125712
2063	0.09167188399
2064	0.09166339396
2065	0.09165544641
2066	0.09164758879
2067	0.09162697296
2068	0.09161858379
2069	0.09159529786
2070	0.09158528685
2071	0.09156877998
2072	0.09154943275
2073	0.09153004807
2074	0.09151308661
2075	0.09149916116
2076	0.0914846598
2077	0.09146442185
2078	0.09145195755
2079	0.09143420495
2080	0.09141178183
2081	0.091402441
2082	0.09138220487
2083	0.09136790051
2084	0.09135688596
2085	0.09134012207
2086	0.09132858054
2087	0.09131898908
2088	0.09131100195
2089	0.09130414742
2090	0.09129641497
2091	0.09128710655
2092	0.09126587273
2093	0.09124879097
2094	0.09123619958
2095	0.09122698064
2096	0.09120806977
2097	0.09120191733
2098	0.09118993452
2099	0.09117388505
2100	0.09115556578
2101	0.09114151539
2102	0.0911207941
2103	0.09110255359
2104	0.09108633724
2105	0.09107354743
2106	0.09105632655
2107	0.09104968633
2108	0.0910347421
2109	0.09101782303
2110	0.09099498677
2111	0.0909756947
2112	0.09096562285
2113	0.09094717649
2114	0.09092576658
2115	0.09091027556
2116	0.09089179857
2117	0.09088025443
2118	0.09086574641
2119	0.09085188103
2120	0.09084346718
2121	0.09082681063
2122	0.09081307374
2123	0.09080670044
2124	0.09080042808
2125	0.09078743507
2126	0.09077350123
2127	0.09075867344
2128	0.09074516741
2129	0.09073366546
2130	0.09071798557
2131	0.0907003518
2132	0.09067982383
2133	0.09066737791
2134	0.09065301832
2135	0.09064186561
2136	0.09063025022
2137	0.09061394431
2138	0.09059283872
2139	0.09057656865
2140	0.09056332909
2141	0.09055299902
2142	0.09053938238
2143	0.09052053908
2144	0.09050003962
2145	0.09049028958
2146	0.09048258298
2147	0.09046904315
2148	0.09044910975
2149	0.09042671203
2150	0.09041170444
2151	0.09040549908
2152	0.090390241
2153	0.09037953056
2154	0.0903631311
2155	0.09033833742
2156	0.09031892029
2157	0.09030320306
2158	0.09029153011
2159	0.09027600098
2160	0.0902540053
2161	0.0902452409
2162	0.09023194945
2163	0.09021294549
2164	0.09019461499
2165	0.09017393844
2166	0.09016066132
2167	0.09015386391
2168	0.09014428567
2169	0.09013043117
2170	0.09011437788
2171	0.09009983946
2172	0.0900875732
2173	0.09007222731
2174	0.09005894578
2175	0.0900381615
2176	0.09002795788
2177	0.09001216596
2178	0.09000219959
2179	0.0899893833
2180	0.08996901671
2181	0.08995885292
2182	0.08993943309
2183	0.08992384366
2184	0.08990711626
2185	0.08990000796
2186	0.08989132285
2187	0.08987217174
2188	0.08986267065
2189	0.08984656071
2190	0.08983700649
2191	0.08982211456
2192	0.0898031041
2193	0.08978807847
2194	0.08977091259
2195	0.08976100523
2196	0.08974339811
2197	0.08973567273
2198	0.08971433307
2199	0.08969927204
2200	0.08968697397
2201	0.08967445854
2202	0.08966120596
2203	0.08964632169
2204	0.08962566316
2205	0.08961129008
2206	0.08960277485
2207	0.08959177274
2208	0.08957306077
2209	0.08956234743
2210	0.0895418691
2211	0.08952387302
2212	0.08950584518
2213	0.08949248603
2214	0.0894780966
2215	0.08946511649
2216	0.08944618766
2217	0.08943087696
2218	0.08941014553
2219	0.08939726962
2220	0.08937932869
2221	0.0893653171
2222	0.08934949635
2223	0.08933994827
2224	0.08933305476
2225	0.08931177088
2226	0.08930523609
2227	0.08928755499
2228	0.08927218037
2229	0.08926445988
2230	0.08924598138
2231	0.08923334982
2232	0.08921936769
2233	0.0892063223
2234	0.08918750004
2235	0.08917946957
2236	0.08916526003
2237	0.08915476641
2238	0.08913430362
2239	0.08912371281
2240	0.08910284852
2241	0.08908406297
2242	0.08907136134
2243	0.08905154638
2244	0.0890398179
2245	0.08902653385
2246	0.08900909807
2247	0.08899751018
2248	0.08898916952
2249	0.08898385136
2250	0.08897090627
2251	0.08895889769
2252	0.08894610011
2253	0.08894040108
2254	0.08892288583
2255	0.08890107332
2256	0.08888202167
2257	0.08886946686
2258	0.08886124806
2259	0.08885564029
2260	0.08884815517
2261	0.08883601621
2262	0.08881578366
2263	0.08880467169
2264	0.0887902713
2265	0.0887804973
2266	0.08876357603
2267	0.08874256782
2268	0.08873582902
2269	0.08872724273
2270	0.08870955622
2271	0.08869534333
2272	0.08868522778
2273	0.08867064103
2274	0.08865958673
2275	0.08865086153
2276	0.08863996055
2277	0.08862365521
2278	0.0886157646
2279	0.08860585567
2280	0.08858890635
2281	0.08857024255
2282	0.08854689682
2283	0.0885296645
2284	0.08850949414
2285	0.08849241148
2286	0.08847897803
2287	0.08846591792
2288	0.0884519939
2289	0.08844064914
2290	0.08842620642
2291	0.08840941818
2292	0.08839235542
2293	0.08837863226
2294	0.08837026124
2295	0.08836307177
2296	0.08834005793
2297	0.08833396295
2298	0.08831697135
2299	0.08830078378
2300	0.08828366942
2301	0.08827650336
2302	0.08825979825
2303	0.08824724851
2304	0.08824162043
2305	0.08822203816
2306	0.0882098577
2307	0.08819516561
2308	0.08818111493
2309	0.08816703625
2310	0.08815526043
2311	0.08813961125
2312	0.08812334772
2313	0.0881162275
2314	0.08810067972
2315	0.08808155574
2316	0.0880751099
2317	0.08806643117
2318	0.0880483834
2319	0.08803246894
2320	0.08801285631
2321	0.08799790492
2322	0.08798431446
2323	0.08796891438
2324	0.08795832526
2325	0.08793790094
2326	0.08792538093
2327	0.0879200818
2328	0.08791074346
2329	0.08789309866
2330	0.08787327187
2331	0.08785435504
2332	0.08783351056
2333	0.08781830684
2334	0.08780287165
2335	0.08779222141
2336	0.08778266181
2337	0.08776175287
2338	0.08775633012
2339	0.08773945069
2340	0.08771681693
2341	0.08770550756
2342	0.08769364771
2343	0.08767931264
2344	0.08766196612
2345	0.0876492272
2346	0.08764012942
2347	0.08763388546
2348	0.08762254712
2349	0.08760575301
2350	0.08758724239
2351	0.0875619054
2352	0.08754712981
2353	0.08753663853
2354	0.08752471355
2355	0.08751743177
2356	0.08750137004
2357	0.0874902384
2358	0.08747751928
2359	0.08746114656
2360	0.08744979791
2361	0.08743020577
2362	0.08741954013
2363	0.08740746744
2364	0.08739931895
2365	0.08738911431
2366	0.08737910259
2367	0.08735843126
2368	0.08734717202
2369	0.08732744034
2370	0.08731505754
2371	0.0873000839
2372	0.08728186255
2373	0.08727024798
2374	0.08725095112
2375	0.08723943137
2376	0.08722013271
2377	0.08720651059
2378	0.08719377156
2379	0.08718641989
2380	0.0871752617
2381	0.08716249969
2382	0.08714414695
2383	0.08712850993
2384	0.08711156528
2385	0.08709246286
2386	0.08707662975
2387	0.08706526026
2388	0.08705467023
2389	0.08704704451
2390	0.08703528903
2391	0.08702218121
2392	0.08700850588
2393	0.08699558232
2394	0.08698734562
2395	0.08697015044
2396	0.08695295543
2397	0.08694185766
2398	0.0869234079
2399	0.08690926325
2400	0.08689747826
2401	0.08687877897
2402	0.08686873314
2403	0.08684934127
2404	0.08683265384
2405	0.08680837006
2406	0.08678988784
2407	0.08677430778
2408	0.0867598907
2409	0.08674029892
2410	0.08671829764
2411	0.08669883266
2412	0.08668657468
2413	0.08666657906
2414	0.08665269414
2415	0.08664148107
2416	0.08662483756
2417	0.08661640418
2418	0.08660490731
2419	0.08659059709
2420	0.08657529817
2421	0.08655946902
2422	0.08654706975
2423	0.08653476007
2424	0.08651716383
2425	0.08650779073
2426	0.08648970477
2427	0.08648401128
2428	0.08647100422
2429	0.08645986047
2430	0.08644663465
2431	0.08643415228
2432	0.08642490742
2433	0.08640693892
2434	0.08639024521
2435	0.08637561576
2436	0.08635814799
2437	0.08634332274
2438	0.0863271997
2439	0.08631983799
2440	0.08630923378
2441	0.08629410086
2442	0.08627897388
2443	0.08626532557
2444	0.08625345103
2445	0.08624169465
2446	0.08623331747
2447	0.08622134835
2448	0.08621367646
2449	0.08619775282
2450	0.08618633452
2451	0.08616878097
2452	0.0861561056
2453	0.08614720706
2454	0.08613374042
2455	0.08611912668
2456	0.08610504262
2457	0.08609221407
2458	0.0860752377
2459	0.08605822809
2460	0.08604137196
2461	0.08602586029
2462	0.08600749046
2463	0.08599169283
2464	0.08598327421
2465	0.08596796702
2466	0.08595990109
2467	0.08594411395
2468	0.08592989682
2469	0.08590636523
2470	0.0858975774
2471	0.08587799984
2472	0.08586898362
2473	0.0858612346
2474	0.08584737115
2475	0.08583498192
2476	0.08582239467
2477	0.08581304731
2478	0.08580387802
2479	0.08579306536
2480	0.08577756456
2481	0.08576094157
2482	0.08574586868
2483	0.08572805493
2484	0.0857105531
2485	0.08570263922
2486	0.08569735539
2487	0.08567799595
2488	0.08566585426
2489	0.08565380273
2490	0.08563811522
2491	0.0856296852
2492	0.08560841148
2493	0.08559289422
2494	0.08558679261
2495	0.08557121459
2496	0.0855574924
2497	0.08554441766
2498	0.08552887236
2499	0.08551564191
2500	0.08549856996
2501	0.0854797456
2502	0.0854605891
2503	0.08544866166
2504	0.08543354275
2505	0.08542104202
2506	0.0854104527
2507	0.08539509287
2508	0.08537974137
2509	0.08537265231
2510	0.08536212715
2511	0.08534858274
2512	0.08532595184
2513	0.08530672218
2514	0.08529431478
2515	0.08528013759
2516	0.08527047558
2517	0.0852552628
2518	0.08523898176
2519	0.0852250933
2520	0.0852135341
2521	0.08520032983
2522	0.08518530921
2523	0.08517041569
2524	0.08515968748
2525	0.08515066651
2526	0.08513940245
2527	0.08512060593
2528	0.08510764343
2529	0.0850921222
2530	0.08507768089
2531	0.0850631417
2532	0.08505696353
2533	0.08503015862
2534	0.08501746294
2535	0.08501248751
2536	0.08499734189
2537	0.08498082478
2538	0.08496581384
2539	0.08496075486
2540	0.08494840198
2541	0.08493461284
2542	0.08491573124
2543	0.08490110446
2544	0.08489030378
2545	0.08487533875
2546	0.08487015414
2547	0.0848579775
2548	0.08484449708
2549	0.08482822652
2550	0.08481086659
2551	0.08479941623
2552	0.08478803313
2553	0.08477822569
2554	0.08476733646
2555	0.08475157885
2556	0.08474081706
2557	0.08472450401
2558	0.08471773598
2559	0.08470324226
2560	0.0846892593
2561	0.08467305112
2562	0.08466666514
2563	0.08465506218
2564	0.08464038502
2565	0.08462577075
2566	0.08460389959
2567	0.08459246297
2568	0.08458147227
2569	0.08456656909
2570	0.08455182396
2571	0.08454048147
2572	0.08452627734
2573	0.08451195361
2574	0.08450008898
2575	0.08448926327
2576	0.08447160867
2577	0.08446676956
2578	0.08445456559
2579	0.08444254716
2580	0.08443082889
2581	0.08441672215
2582	0.08440820265
2583	0.08439686532
2584	0.0843867306
2585	0.08437351823
2586	0.0843586432
2587	0.08434320098
2588	0.08433161328
2589	0.08432197194
2590	0.08431597486
2591	0.08430526483
2592	0.08429132025
2593	0.08428077465
2594	0.08426652812
2595	0.08425666167
2596	0.0842502521
2597	0.08423766915
2598	0.08422536655
2599	0.08421468659
2600	0.08420271402
2601	0.08419294524
2602	0.08418246779
2603	0.08416843173
2604	0.08415437511
2605	0.08413962859
2606	0.08413393274
2607	0.0841226723
2608	0.08411355964
2609	0.0840960668
2610	0.08408039833
2611	0.08406923156
2612	0.08405728354
2613	0.08404322346
2614	0.08403654332
2615	0.08402912803
2616	0.08402463259
2617	0.08401352544
2618	0.08399754542
2619	0.08398451521
2620	0.08397384574
2621	0.08395973949
2622	0.08394727032
2623	0.08393157321
2624	0.08391694695
2625	0.08390261459
2626	0.08388236253
2627	0.08387182371
2628	0.08385680068
2629	0.08384539591
2630	0.08383221974
2631	0.08382323171
2632	0.08381149713
2633	0.08380234538
2634	0.08378854519
2635	0.08377888982
2636	0.08377025354
2637	0.08375498728
2638	0.08374155127
2639	0.08372592511
2640	0.08371025993
2641	0.08369892201
2642	0.08368804773
2643	0.08368020029
2644	0.08366398538
2645	0.08365067719
2646	0.08363298747
2647	0.0836226414
2648	0.08361161579
2649	0.08359890142
2650	0.08358777862
2651	0.08356890385
2652	0.08355936988
2653	0.08354724636
2654	0.08353763877
2655	0.08352329435
2656	0.08351319741
2657	0.08350347204
2658	0.08348600525
2659	0.08347614806
2660	0.0834660788
2661	0.08345601565
2662	0.08344371866
2663	0.08343439816
2664	0.0834209315
2665	0.08340702199
2666	0.08338965136
2667	0.08338112621
2668	0.08336894265
2669	0.08335819038
2670	0.08334871176
2671	0.08334110442
2672	0.08332892837
2673	0.08331625073
2674	0.08330249958
2675	0.08328992318
2676	0.08328026018
2677	0.08326506525
2678	0.08324511897
2679	0.0832396174
2680	0.08323498733
2681	0.08322194501
2682	0.08321534739
2683	0.08320840545
2684	0.08319953628
2685	0.08318836022
2686	0.08317661645
2687	0.08316492712
2688	0.083152509
2689	0.08314740886
2690	0.08313435276
2691	0.08312168471
2692	0.08311116135
2693	0.08309703268
2694	0.08309199924
2695	0.0830698731
2696	0.08306128785
2697	0.08304801089
2698	0.08303919497
2699	0.0830285459
2700	0.08301708
2701	0.08301221381
2702	0.08300354561
2703	0.08299012324
2704	0.08298316595
2705	0.08297079074
2706	0.08295941114
2707	0.08293903131
2708	0.08291377029
2709	0.08290514836
2710	0.08289129226
2711	0.0828776557
2712	0.08286607974
2713	0.08285491709
2714	0.08284567496
2715	0.08283735901
2716	0.08282486893
2717	0.08281381324
2718	0.08280341889
2719	0.08279176539
2720	0.08277839579
2721	0.08276235596
2722	0.08275089847
2723	0.08273256724
2724	0.08272118171
2725	0.08270793206
2726	0.08268294162
2727	0.08267563884
2728	0.0826623904
2729	0.08264976536
2730	0.08264399254
2731	0.08263271281
2732	0.08261933812
2733	0.08260742881
2734	0.08259417127
2735	0.08258210529
2736	0.08257613409
2737	0.08257099445
2738	0.0825603985
2739	0.08254722274
2740	0.0825370508
2741	0.08252167824
2742	0.08250421615
2743	0.08248635419
2744	0.08246652539
2745	0.08244598143
2746	0.08243436899
2747	0.08242363161
2748	0.08241411036
2749	0.08240666687
2750	0.08239407681
2751	0.0823809804
2752	0.08236151665
2753	0.08235064378
2754	0.08233532551
2755	0.08232129796
2756	0.08231014777
2757	0.08229084293
2758	0.08227697615
2759	0.08226063237
2760	0.08224504639
2761	0.08223339024
2762	0.08222269648
2763	0.08220461669
2764	0.08219346954
2765	0.08218239134
2766	0.08216955153
2767	0.08216145575
2768	0.08214531158
2769	0.08213281065
2770	0.08212306701
2771	0.08211024358
2772	0.08210462393
2773	0.08209263303
2774	0.08208168416
2775	0.08207804223
2776	0.08207158655
2777	0.08206129757
2778	0.0820506998
2779	0.0820362328
2780	0.08202471816
2781	0.08200966823
2782	0.08200171328
2783	0.08199308781
2784	0.08198287967
2785	0.08196982209
2786	0.08195502608
2787	0.08194664786
2788	0.08193575495
2789	0.08192844501
2790	0.08191433195
2791	0.08189866807
2792	0.08188062057
2793	0.08186886337
2794	0.08185275613
2795	0.08183980877
2796	0.08182664856
2797	0.08181365683
2798	0.08180110342
2799	0.08178459789
2800	0.0817745427
2801	0.08176862572
2802	0.08175162152
2803	0.08173786275
2804	0.08171891424
2805	0.08171228692
2806	0.08169990031
2807	0.08168706808
2808	0.08167756669
2809	0.0816674001
2810	0.08166120789
2811	0.0816527025
2812	0.08164126607
2813	0.08162884248
2814	0.08161655861
2815	0.08160752057
2816	0.08159545575
2817	0.08158652859
2818	0.08157522667
2819	0.08156516233
2820	0.08154640703
2821	0.08153677483
2822	0.08152460922
2823	0.08151209773
2824	0.08149478783
2825	0.08147839534
2826	0.08146670032
2827	0.08145343402
2828	0.08143902967
2829	0.08142640717
2830	0.08141268837
2831	0.0813975485
2832	0.08138476616
2833	0.08136844134
2834	0.08135893455
2835	0.08134946498
2836	0.08133860817
2837	0.08132825547
2838	0.08131724793
2839	0.08130453957
2840	0.08128871866
2841	0.08127633704
2842	0.08126446907
2843	0.08125177038
2844	0.08123747359
2845	0.08122602569
2846	0.0812177701
2847	0.08120739379
2848	0.08119662105
2849	0.08118663255
2850	0.08117522883
2851	0.08116575415
2852	0.08116097383
2853	0.081152581
2854	0.08114736291
2855	0.08113975761
2856	0.08112906435
2857	0.08111866954
2858	0.08111156269
2859	0.08110698142
2860	0.08109669597
2861	0.08107816788
2862	0.08106535274
2863	0.08105238138
2864	0.08104208526
2865	0.08102633517
2866	0.08102198315
2867	0.08100157185
2868	0.08099541642
2869	0.08098284994
2870	0.08096530067
2871	0.08095209712
2872	0.08094351361
2873	0.0809327522
2874	0.0809224213
2875	0.08091179595
2876	0.08090220781
2877	0.0808872431
2878	0.08087673067
2879	0.08086686202
2880	0.08085925545
2881	0.08084881727
2882	0.08083845031
2883	0.08082927604
2884	0.08081612274
2885	0.08080550021
2886	0.08079295086
2887	0.08078262992
2888	0.08077094369
2889	0.08074732559
2890	0.08072901221
2891	0.08071262138
2892	0.08070412404
2893	0.08068596635
2894	0.080671232
2895	0.08065323256
2896	0.0806420895
2897	0.08062925821
2898	0.08061842458
2899	0.08060903783
2900	0.08060144924
2901	0.08059155657
2902	0.08058405735
2903	0.08057519062
2904	0.08056278404
2905	0.08055143975
2906	0.08053363984
2907	0.08052558931
2908	0.08052017851
2909	0.08050253483
2910	0.08049071538
2911	0.08048165378
2912	0.08047549076
